from_address,Total_value,Wallet_Tier
0x81c53b03d04a6256542a4f481bc8ce0c48de2b08,0,Fish
0x69457f1d3dffd26abff21d1693c58fcedec41eea,0,Fish
0x6248f6c33feb7225e0704afd6690bf019699877a,0,Fish
0x0bd000a36077048cdc58d188fc8b8df6be623873,0,Fish
0x104f0e291f6a91840ac964ae2f97d5bbb6fd0f32,0,Fish
0x343d53371e2fed2f37ab776f8b873d08f39a1c3d,0,Fish
0x076e9f1dc5a41766d77ad3f866b07188e57233cd,0,Fish
0x73c729b8671b5b03ec51e3bb245de8b62e8225d1,0,Fish
0x8a8860b8c55d2e46be209dc6a43f724845655695,0,Fish
0xc8499ba8630e3a0a2db92fc5ee16a98cf3c9d638,0,Fish
0x65743791996f09e2e04c17ebc76b18a85b6a3e02,0,Fish
0xbacf4cdfe8bc5a4570fa8629605f73d9fae47530,0,Fish
0x7c5d3a4516284fb1a2d0b199cfb8aa2da80223f1,0,Fish
0x8a5a57dd3f0298e5a465f8f123f2ca4be913f05f,0,Fish
0xf05437972db3d18ce3bbc241a8570e515870c0de,0,Fish
0x3e79ce974f490794a56475e5aefb070f717ea3e2,0,Fish
0xba2a180ec6dbc40c16ba979a44fd21896cb5200a,0,Fish
0x069e908c8ff2f3c05c8d464d39e11085a68ec720,0,Fish
0xd6cdc8ff1499307c8e34a567e43dbfca231a841c,0,Fish
0xa6dbdbcda8066ef53a9cae168c0b5809803870fe,0,Fish
0x1f2c5fab672c2c62ad2bb31fedf1afc4a2ee1ea2,0,Fish
0xfbacd5e8b1f7333e3f21bd72f6bf3513c0b505c6,0,Fish
0xb5667204886bc2f2604f991331a558b0fae66e28,0,Fish
0x52c3198cbf2bd469a0c159cfdefe884821e7fff4,0,Fish
0x605fb8c849290856dff73ee548856b14f2a7a0f9,0,Fish
0x6bd6748415927fcfe35a9c71188d60b97578c0f6,0,Fish
0xaafc41f0c24a2aea2f7227fa443d6afb20040578,0,Fish
0x0d6c3200fd8d1050711b5abe6b9cdba343bae309,0,Fish
0xda12800634e5859eabd1374321d3cedd8e9def8c,0,Fish
0xf1d7c368e7b7239014e281da2f097e3ec8f59374,0,Fish
0xd9aa699b069569f50832aedc6e319e4d33c43c52,0,Fish
0x67fa099f1c34f4998c970884251fc049da7713d0,0,Fish
0x91dc1d0b29433aed3a161f2646f64f37d757e51b,0,Fish
0xeca26f706c5d9bc5c50f9f1015c2f0c0a436842a,0,Fish
0xb0d3079eb71bc56d67367dcd20e10a0fefd5ce38,0,Fish
0xee2476ba10685089dcea0903109a393bf9911252,0,Fish
0x57e9efabe3317402f8bc9a21351f5b995dde50d0,0,Fish
0xecbe2af46c2ec178e53a4e2bd2fcbd3e1f96ae43,0,Fish
0xf1a47f737f3e139293f6580de3717cf92ed9cb67,0,Fish
0x7b4e746b14f73ad6d0056db20e142b836d140709,0,Fish
0x7506a5e15c63bc86a97d4dfad888e29babd9b5b7,0,Fish
0x647579bb4f9324781814f3cc7618a2378c521182,0,Fish
0xc243bed5a1f3fc483f394af1179a8e51411ab0ef,0,Fish
0xbc4773fe14bf508236a3e64321e17d92ce18ed48,0,Fish
0x928f1e5970364b3f963b11ce880de8e01a5f0f73,0,Fish
0x0f501cffa1b238ed7bac47fafcb8bd3325e0639f,0,Fish
0x2121ea6b8d8dced263dbd9f0bbc41a0e3af8f602,0,Fish
0x07a3e73d219aa889e08565e4645c565cee4f702a,0,Fish
0xd818328151e100ee4cfee2ffb5080fd547f183f8,0,Fish
0x9713222695378e27511779ba00b7cbf178120371,0,Fish
0xc02e0be141e74dc762358b3e12b0d14f5611dd76,0,Fish
0x3b2e7e345bf2f0193b1bea3f82a1af69d87f44b0,0,Fish
0x506a61d0d30c6109311b2b25cf9fb101efbfbcd4,0,Fish
0xc6af467154f91301058ac9f7b9efa5d6cff4194c,0,Fish
0xefe078fbf341d1f0460b9e9908b59e62cf7c6c4d,0,Fish
0x7f22be60fcb8ed3e25644c77e118d5dfe0f3746d,0,Fish
0x1bc6f81674f2dddc6d704ff55c24461866ca4add,0,Fish
0xedd28113347be79da5717ccbc9a6c06e31a33b9d,0,Fish
0x87a06678eac74235b850a9a996b7edfac1a2ba3f,0,Fish
0xc292af998e4d7b5e7030d0f03cbd86b68608ecd5,0,Fish
0xb3b51bf3de4614375340f4f60c31ae8541374f1a,0,Fish
0x61e867ee4ac512af154fda420176c5435545448d,0,Fish
0x4775e917beb49950a016cc9e23a515402fdf7a09,0,Fish
0x13d40a510911d41c6887098cb9c6e7c77546fb0b,0,Fish
0x94bb38f7bd979cd1824f08973f8ca4e4403a838f,0,Fish
0x8c3fdcc994a9159ef1041c3524e2a6c93f3dd8e9,0,Fish
0x8d1122f7f848f84d086b0abbb475794767e92489,0,Fish
0xe809f0d3057e67ee90e2baf9ef8b9e5b9a2e71e2,0,Fish
0xd152c0f2f313ebec4a831eeda94baec1c33b25b8,0,Fish
0x00aded936b690481d65eac2c83bf164debb9468a,0,Fish
0xb03554de8325973b95f4301f46544c0bb82ebc16,0,Fish
0xf05c4e5dd71e1f4b7e45f8a79bf035e58fc7f20f,0,Fish
0x5d9e9c6a91041ef68f4a03424f25c46770264335,0,Fish
0xea10d5e0bc615c047a495d328513fce4008c4120,0,Fish
0x6ad535fce12742d67697cea490160315e5831467,0,Fish
0xe90bfd7a4309a51ad7ce564e40d5e8e1263dc7c4,0,Fish
0xeb753f647c04f1159b2f879302fc4c8394f4a8c8,0,Fish
0x06dcb949b4c338b71d4495b4cb1bea52ff857fab,0,Fish
0x901d1ddc848e3dab0ef9b7f434e9ef8fbd846db2,0,Fish
0x01a5fbe0691ca776905de11c4db073f339d99a4b,0,Fish
0x12f0e911da3816719b4bb99a78d9ce2eaec74f0c,0,Fish
0x68f19495f75a1f4f29066d8112d30ee8b0ca3342,0,Fish
0xc4ed74ecb44fc16b3f3fd990366acbc82a4f63be,0,Fish
0xa58dad5de3dbf95a8c225793f98d8897f6f929c6,0,Fish
0x0f5459cd9a7707b492dd7658660c2d57c4ab1331,0,Fish
0xa87d76d269ab6665bd8b997c44920528ad4ea8a4,0,Fish
0xf86b6ee7658f05006ec63d073206536a5ed67b8e,0,Fish
0x86d9271fecdb83f555783b6c8ec0369be53850a4,0,Fish
0x6f737a3fd76b11af76ea53f2e2adf5a7df578eee,0,Fish
0x56ce86c5b32c1e3a4db01bcbd1955421cd898db8,0,Fish
0x3055a2c25ea1f83bafe3e49ac132176a31cc6a39,0,Fish
0x6ad73e2893ef9295d67ac28b30da13a7a17b4c57,0,Fish
0x0fb78c43e8a7d88c50390370a734ea54e9cd8126,0,Fish
0xe1318d2e31013ad28d3551d655dd7d06b7542108,0,Fish
0x03a2e4ffcd318ac7d4e76ea572a4b91740a6dc22,0,Fish
0x05cdd1cef6ee5a172cdf59d0bd877cec16b627a3,0,Fish
0x29ce551ec75fb41040189687046d0f4cade60803,0,Fish
0x52d57f64252a88bd0acaf1e56e55e9b5f51074b0,0,Fish
0x2109eb7d48dc0034650398d7b99309d025720eed,0,Fish
0x564c8bd7d04d38f2c33c6890a036ee387a681938,0,Fish
0x3e0d0bd8cf392be28b2f5585421e9db5e8deecae,0,Fish
0xfc29329a196093fcdd3d9a0afe3cae57542f2621,0,Fish
0xb905b4528c1302f8bc4794bdc82b266a876b8889,0,Fish
0xcb56765a94e34ce597de3956646253213be0c1e1,0,Fish
0x8284732e052bfeebec66c6cbade9a67855abe272,0,Fish
0x7b74b63215a0911dcf89c178a8e97de048ca1a16,0,Fish
0x825d62815fa41a70b78db3730513acef6662eacd,0,Fish
0xa50ef8481d7811f743dfd3ccb155fece6977bcf1,0,Fish
0xbcb51ff6eb8aac0665d179772055eea75331f1c8,0,Fish
0x2b9e433fd700fffb64a435da4372acb266f85509,0,Fish
0x0472ce9f15c7fd3540074cf9122b2487809f1390,0,Fish
0x389cf3c8b633b3dc635bad6cab936778c9413e2d,0,Fish
0xb325acba7c616e39a7a13457e901e52b7b958b81,0,Fish
0x5522a19cd6ac8523ceb84ccad6e8352bd01f380a,0,Fish
0xb2506be4128d241465a7d5c0bcb07e196cf43805,0,Fish
0x19c0db27cbad8c72df6cb1864b370b475fb461d2,0,Fish
0xaf5a6bd7defc5aa6c1d82fff7e49441b84f5950a,0,Fish
0x573efae53fcded141a6c166ab4d184838600c56a,0,Fish
0xdff30f3d218070d8e4e66ddf0a516c9e4f4e7ff3,0,Fish
0xa837586b4d002ec099eda27c4387a31f8cd417ee,0,Fish
0x24b937a7d50c35e9f495ba106ee667b72ebf4117,0,Fish
0xd3025215a2720a8b1e63a43ac2c7903a1ea573b8,0,Fish
0xdfaae37069776dce7e48786d5b9cda68fc2a493b,0,Fish
0xadcce75df9c6ed59368fd442df3d4bb456e2cea2,0,Fish
0xb5040ba61ab5163ae1c1ea779304a6602eaec810,0,Fish
0xd57e958513d8e5cbc2e3151d8c3a9b5178cef0ba,0,Fish
0x6c03f0782b893f5ea9e4d0aa1750958bffa076ae,0,Fish
0x0c57d3e9c3e679a17935c708aa5e763ba6ae3280,0,Fish
0x7bd4519d68ae1c653ed2c099997cbbb850632c14,0,Fish
0x8e410b673cf309f4636f3ca0e2c514d9f612c180,0,Fish
0x610e1104e56c577405489f9bef59f5d662e24ee4,0,Fish
0x04cf6f1cba09679e197a8f5012ec2544e5e232d2,0,Fish
0xf7d77ca903ae010100acd4d1c5aa4d77319c4ada,0,Fish
0x269f675997385e83d9ef8361793e805758a17ee2,0,Fish
0xa971489c8546ce3ba9626375e739c2063e753d15,0,Fish
0xb8dd145365b71aa830024f1df9bac43b8e06f0ce,0,Fish
0x2e2fc3e9f98e3f8116fd43295ce0ea7a3a021635,0,Fish
0x75a954cde7046996dee140d70f71db2b3b5610e6,0,Fish
0x2d9b3dbca305e79787dbca0fb820807327589a08,0,Fish
0x3ecd7c1eda107153ed5772201432e417adf52de5,0,Fish
0xfecab33f6195fa6779c41290ca8563feffe7699c,0,Fish
0x809b6c750b2186c62192a5b5e82016b06cdc84ca,0,Fish
0xebe65fc07ce4e458794104e9e0e361b2dac92dd7,0,Fish
0xb5573b5a2dd0fa27f7ab573c796ec7e6fcbbca33,0,Fish
0x8a86f0e3d41c703ede8f4d829dd23f7873217a2e,0,Fish
0x8bb6c324fb7e39383b82cdd4c3e5cd1b7a83c5a6,0,Fish
0xcbe3a44514af4834a2d803554436aff26dfa385e,0,Fish
0xb18909518aa47dd624a928b79800172b663abc51,0,Fish
0xd5e34e46ecf81fdef905b26ff0b2fc3fc4721e30,0,Fish
0x6f0c04f631398060ed2497a2cd9602d10ff9ce1c,0,Fish
0x441c2ed38ff2a4f108e77fd95679e5b2f561c504,0,Fish
0xe959ae5fd564d54b731efbaf39cf7574c69f52a7,0,Fish
0x990aff31c3283bc2fb5a76ad355fcd73eb878caf,0,Fish
0x1837e1a59847b778dbe9c7e63a947bdc688c8130,0,Fish
0x69c4636339cb0bfc0c2bce0c5304dec39f64568f,0,Fish
0x289c79b794dd422ec5e9858d829b05d935331de2,0,Fish
0xa3702cfbf1e5a383f48aae99f79c1f1d3d83b7e6,0,Fish
0x3b85c1ff596d2f6bac64c140d8585dc2f0462122,0,Fish
0x093e291082b0867b02811dae41b7a8993a6521c3,0,Fish
0x2075dba9a0e363299dee3e3e3a77ba52804c09ab,0,Fish
0xc3fb41978693cb6a022777c69a263c7e6a75131f,0,Fish
0xaac1687cde70fe32cb23eb9dc61f7063cacfa761,0,Fish
0x5905f5fb84bcab795f6d45e21eca5b581ad8eaef,0,Fish
0x646586205abd2ea30c65bec23594ff6e3d2047b6,0,Fish
0xbc3d2994608cbde0b9240f1dbcef934bac52a264,0,Fish
0x1693e9393f730090fd80798f5c50c7f03e557832,0,Fish
0x701724b5c790c6008490ed31cb4c5eb87258684c,0,Fish
0xcee47ec5cda31c9440d377fa41489e968acba7a8,0,Fish
0x60b6e753c6c2929a809cf39b0f6e06f7637522bf,0,Fish
0xd5645addc17604ddd2b2c7430d1b6d0548ef59b2,0,Fish
0x8c60733e5f7066a26972a7caab20b12e1f0c1e62,0,Fish
0x34649910feec39813153a483099295b243389364,0,Fish
0x00655e1e3c34eb6800bcfd4450d3a0b3389f9d9e,0,Fish
0x67be60ccd6642ced798393f03d49fdb9910555d9,0,Fish
0x4928db2e4d2566d01e8c4e13dd079172fa123fec,0,Fish
0xbaa59b173366b56c39396ad785ed6d9b7d67b251,0,Fish
0xdaa98e964e47fe6fbfa351a75b913b66d2b8967c,0,Fish
0xfc0104cecadfbbfc0434329247bf0a53ddaa3f08,0,Fish
0x860e5b9627f6656fa0ca31bf6d1fa2ddde2a1c79,0,Fish
0xe34789d3f76376ed0221ff458ad87fd815e51964,0,Fish
0xf7ac9366c7e56ad8a69ab40a0243da72b68d0b97,0,Fish
0x4d7846514de4cedd2e7fc077ef62b7061434a8dd,0,Fish
0x9f944435a36031c1fd1caa6288f513ae714ae79e,0,Fish
0x848c74b9527798cf4121801075e342829ff20bbf,0,Fish
0xd10fb7d1dab05af0607f12fc6f2714bf7a1a30d5,0,Fish
0x762b11a605cb94ddbd19209454bfd3e675496ef9,0,Fish
0x1395bf5598f561643fdbc16786194e845bb0a996,0,Fish
0xf67a1b45316021fb56222b4fadcfbebeee48ed49,0,Fish
0x709410d053b33886cde07f4c5fef78929c43a16b,0,Fish
0x4e8c399e97c9ac8d9bc38fa141f3b9ac8d32f410,0,Fish
0xe66c01808e8834c4e516f079a989846a3b7b4938,0,Fish
0xda3695cc3ebd37b8b3ea8fe71c7b7b1a44b29961,0,Fish
0x584a3102ade308c8e17e4cd20eb881e124e33536,0,Fish
0x77c0d579de56cb12e2a78c6a74a269d0b9c86cdf,0,Fish
0x390949eea8eb67a36ef162a8519a405cf2549702,0,Fish
0x6c14c52870038a6a891dd8bff704086ad44ae64c,0,Fish
0xa635e0be3b1e32a33a630785b1e40600eb83db08,0,Fish
0xd6a8b73a04892e2104a88e333a8d633dff3b9c8c,0,Fish
0x4ea559cd19c575ffeb5df883b1eeec83ca92c1ba,0,Fish
0x6ee7db644cda945a1866d0bebfa03b0778906783,0,Fish
0x4047b917767ee49a6b65c616aa21d6ac7b9b783d,0,Fish
0x7c2dba71a059f9280dbdd07db0cb1121190c8cde,0,Fish
0x831a425fbe3b682dbb4926b5145015217eb026db,0,Fish
0x95ad9acb2b459945f227a658e6de994d3e2504de,0,Fish
0x2e77f03a4dfb7050c12a2259cb719d81a8577b31,0,Fish
0xd348921a9435b216008ab66153476e1683fdb614,0,Fish
0x8062e2f5933568e750275ffa75e75b480b1e25fc,0,Fish
0x59c29de8bf894f7004af3829b356891f9f15b42d,0,Fish
0x49260eac9a7ecab9eb7c395218679b94b59910d0,0,Fish
0x97474b77ce1c5c1a502a652fe8a9ba2d316853b6,0,Fish
0xb5464aa8c460b2458d0cfd1302c1bac8aced9482,0,Fish
0xa7ef22c6c6da814615d7a69d7adf64df9a0aaf01,0,Fish
0x115852f6da21977421a278ba3d20b70f71ab827c,0,Fish
0x2d6cc06e4e73a8ebf5e4de2ad1f7755df8025b1c,0,Fish
0xf180a50ab4ea276f930b555a6817a68c50ba46be,0,Fish
0x4d3743a06e76a5b31cc06df9527b13b8552c10cf,0,Fish
0xd8d2f7a08677a98b92904100cfe568aae3745b18,0,Fish
0xdcc8827eb92bdadbf3ed20f2c3e43ecbe257b338,0,Fish
0xca07c96f22e9d52f467f71add76f6eed108cb321,0,Fish
0x1164566c034158c6f454aee47bdc92022efb8200,0,Fish
0xbaf1c5f648ec11c1bd76142357aef9f4bee64c63,0,Fish
0x66de191f2765e498a907f83d8c73f97eff73a021,0,Fish
0x0313f492c1198e0483958005543b558bf83f11a7,0,Fish
0x446d27a530dbee74c53d31e92741479c79f6ab13,0,Fish
0x66eb58bb0a840bd8460731ce10e26d14652a15b1,0,Fish
0xa6b17b74c23da7dfeff2a972ac53bcad3efc4d37,0,Fish
0x7253a8a5c3d274a80b10f8bd5d5d76effdbe18b0,0,Fish
0xa117aed5400dd14eac60d5a76e2928831e887276,0,Fish
0x03f4a1c3a4ad294987f9b5a4829a679a191c9714,0,Fish
0x7103a539d42f13f06d1be14aef85cedbdc2d9191,0,Fish
0xa5e10ebd24f2c586bf2aec9a859fdac0b891fca1,0,Fish
0xbca28e1d89fe6e3193e23a8cde691588ff189207,0,Fish
0xf605711b4504bc119e348cc4b573ac5b3305f612,0,Fish
0xf8e2dabb64d034d405b6d5482eef5e9856d6bb9d,0,Fish
0xd7c0b63e426ba36c49769bfd0dfe3996e4794c91,0,Fish
0x08e748ce6b4983f75d824ba99dbf76f8d9844337,0,Fish
0x182f9c0eaefd3efd7a65cd74f9aab532fdc03232,0,Fish
0x9c4f83c9982607186f42012b9936cef2b00a212a,0,Fish
0x5b5acd0435c6360318519ace77bf85111bb25a73,0,Fish
0x319fc3b98b87c244d3a967606b30d65c7ecf92d9,0,Fish
0x451bce2210f2b2ab460052ac10ed669da382280d,0,Fish
0xc742237a8a72d4f2ee7540ca12d36272100fbeb0,0,Fish
0x9d61889d62e69bce686d4d39bde25e870ffe725b,0,Fish
0xaa3da1c8ec705378fe3011ee802bbe6d260f0328,0,Fish
0xbf6051ae4185140d1231fd4aef45081035bf8c25,0,Fish
0x53b4de2f986057a7d5ba3210a0582a4d21f84d1c,0,Fish
0x76720d3bcb1fee23027b4cf63958d4b1840b1272,0,Fish
0x010469526e4b67923c740119b062623172a114de,0,Fish
0xd61b247d1f49257d96ce9b1806fee1312301d4c9,0,Fish
0x66a59c77cbb337d53855c4bb5aa35af91d969d3b,0,Fish
0x753892b6f1ca94597edf2061cd5dec89e078d090,0,Fish
0x39eeed5c5c20f70b530d76c8a126cde14887426c,0,Fish
0x0e6cbff0a30923d8753b11ef82ef4554727d00a3,0,Fish
0xdbf294ae17e14b7e8fba0d549423a19e1879ef55,0,Fish
0xa236146bc05eb99530d5d725a21952edf4df4d2d,0,Fish
0xd0082bb057106ebff227f919f94f0703c767863b,0,Fish
0x7c0c66ec1bfee8807a70c0fe1bad266af51df53d,0,Fish
0x0cb8ea3d66cea0feb905bb60b5e432cac46062d9,0,Fish
0xe4d38a4de9349108c30da9c9d0469f1681fc47b8,0,Fish
0xc188f40ad995d6da0c50a4c33f73dfa89513dde1,0,Fish
0x7465a22ba37d72ed2995be8d5e94ab1a39338f30,0,Fish
0x224a846e4e0ba94b189c9e81d1eb025d955b930c,0,Fish
0x781354b5e5010225d47293663fea57e7ff281ac0,0,Fish
0x95274a3cbd4d5e09e3fc2eebefa841d3a144c547,0,Fish
0xf96bcbdb31089d4c41705e8997b392111515f1e5,0,Fish
0x7ac1e070f2c2024ee7980d4de9d10dbf4847c229,0,Fish
0x0577e2466b7e5fae55fdc6389f514969779e2563,0,Fish
0x88a61041dbbca596db438dba541d2353063ef9be,0,Fish
0xe639a51785c47ca1e181b2569d16fa39a0cf5f6f,0,Fish
0xcaad46055e7db1b55ea1ed592c77472ecb023a2d,0,Fish
0xb0aa8a4a22e9f02e559df37a1d67e2df723bb864,0,Fish
0x15455828ff93c6f5017fd0029fc30e4072a4a2fc,0,Fish
0x46d8e035c0fb4b17c425e6bc177391480bf96cf7,0,Fish
0xf9e71368eb5ee3bd628a963fcd62bfb38ece0575,0,Fish
0x8b045b2e6360f7dbd4ba60f99966b1e4b642f5c2,0,Fish
0xa86ccab55a1b98092ea6b8f4eb1f41f103701d67,0,Fish
0x0a6fbef63a824928ff9fce33733067c78cd052e4,0,Fish
0x195a0a1308f330f1768fae0bd29a1eb61cd41b58,0,Fish
0x32948b7cfac764350f6b836d2ca386026ed6d6ac,0,Fish
0xf283b9c07df22757c70ee5cad5ff5086920966ba,0,Fish
0xefb7a9f10927272b837c668faf0161c95c1ca0d9,0,Fish
0x7d6b839ec6d72eb35c4eef2822ae1fa393d8fe1a,0,Fish
0x3bdffc88b5400c96d54d0b7606566441a3b34fba,0,Fish
0x75452340d74e250cf19b1e732f7d5549666457a8,0,Fish
0x6a65f374f98b50c786351bd47f27f7cae1af360e,0,Fish
0x941bca779bc21a3cf30895dce75b90fe5076c9d1,0,Fish
0x6f06915dd361d83eced590ef033593883a0acff4,0,Fish
0x6ca0f8e71386703030f09bcc1947b8c743a143fa,0,Fish
0xd16b647095c4f03cf06e9c4e287554fcdf426353,0,Fish
0x56cbb9301cf9c3bb66f70e8decdca780a3f8ef13,0,Fish
0x2b1483cce99b35441ec14054abf50f55bd1cad34,0,Fish
0x81fc4fcfea073ca2e59bbe2b4c5a2dd805ed61cb,0,Fish
0x444267125b39d3f73ed8f0399563b83e6bb549d8,0,Fish
0xc8e5d7b8a7b0752392a0cf74417576fdb3936b92,0,Fish
0x6b7b48fbf386b28055e9167d32ea29c6f56c57c9,0,Fish
0xf20a0c30a89533e5081d9527ae2e4529d343e856,0,Fish
0x45be095d52908a568f609a19cdb70b8800a98d9a,0,Fish
0x0844041bb52519c42f3ee22f91f97570991fac55,0,Fish
0x826460645c0e4317fcfce1358e7ad1c3ceaf57d8,0,Fish
0x6cf43c3a41fe9d2aa760b66129206e970ac3fc0f,0,Fish
0x0bf40c1b7f24e6e10c944d67431c3735d4e8a247,0,Fish
0xc1efeef7c59ed36bfc7717fbb064fe9f3ee6e918,0,Fish
0x758868a0fa4da1bd341f829c5a85a8930af05a51,0,Fish
0xb4647fb609bb3dc16d21ff660d695b1fcc69948c,0,Fish
0x30202ec31537ee61bb7f63ff9842057c53d78192,0,Fish
0x06e5049784dbdcb3db6c37659cf0065469b946aa,0,Fish
0xd41fe861eeff3aa25fae2d6a3ec23f204bf41772,0,Fish
0x834a5bc905bc2a3932d29b8ed7811b1725407d56,0,Fish
0xc9545841c7c495cc9430f5ecd53e687b8ddd3d16,0,Fish
0x3d7108ce11b8078c582b6e409852c33fb875a0cc,0,Fish
0xa67a48f40bc9d37c6f7a40d99ba6591a7285c093,0,Fish
0x2d881c79c2b8c0c8761389b0ed87865b50d01a8f,0,Fish
0xb220537d37a4899e15d4f4996575efa7916c5fc4,0,Fish
0x8f699d4ba21b80327c39e5d277ca6ba4436ee4cd,0,Fish
0x7adf54807946bf94a9c9fa769b49e9e4a829a7b1,0,Fish
0x77cd6117a793cd7e42031c3c3ce1ddac35cee037,0,Fish
0x6c3721fa069bceb04493427bb319b20b5235fd1f,0,Fish
0xc91edf226b5d6b35a2565b4864af65a593c64306,0,Fish
0xa4ccf7efff228279df92d14b37ed0feb21bea6ec,0,Fish
0x097b58da4c98e8a78aec9ad3acf94c2e362f242f,0,Fish
0xa60f00f02d794afb2c83de1345bbde5bbbdee71b,0,Fish
0x9ef0036e72207361abd4930171ddb985b14c87ae,0,Fish
0x29fdb94658a6f9745fa04579626d627c056cf506,0,Fish
0x9e0d7eb4a8ec005bd3809b7478842fc0fbfabfd5,0,Fish
0x81df5573df8378f5073b0537faf261a569d58491,0,Fish
0x3315934bd077c9f65c5ef3a826bf01e73d7cec1c,0,Fish
0x752d1962c2e935902832c7b493f5d694fe7bbb67,0,Fish
0xceeb0da05f457b09640e26c0caf836703e85b2ae,0,Fish
0x5edb98faf8f35dfeec5df4e247f0fcf78cd08831,0,Fish
0x2ff79de9220e750c67311168b6c9991f4da6d70b,0,Fish
0x26cb893f7d6b3aa47925560296dcd6c2f107dc48,0,Fish
0x0204ad2993bb943502201ff90c54c31f198fbdfc,0,Fish
0x40aee85468e6059405175812854656cbdfc95f87,0,Fish
0x57ca38d64b75e5ded3fcf9cf4002a5b596d43a50,0,Fish
0x8665beb74ee62c11281327969e90b3f003043e02,0,Fish
0xef281b025df81ccb1fda432cd813dd3d6249000d,0,Fish
0x789aedb318f39e11d49a5e1a35e38165b782b8ec,0,Fish
0x0c2475aa1fe248bf804891414df67ddf57167cdd,0,Fish
0x348b0993d2d42cfab9662d5642308a86d26a9e94,0,Fish
0xb547cd59fe68a1b7fc02d425a940924d79d13708,0,Fish
0x8c6531b2786409ea5fe9419a270dcfffb5572a70,0,Fish
0x8f9de5df13d18c64a7b790daf177c66551e9645c,0,Fish
0x6dfb755b693d234d2705fbad441c73ae55ca4c8e,0,Fish
0x7031bc396e91d74f74ef1e0469d839673c3be747,0,Fish
0xff0604ff51dc8a02f2a2c2de19001d46aa2af2a7,0,Fish
0xe9893eea27a765ebb10f2b5dd8c2a567d4d9a0ca,0,Fish
0x52973b37ce93614965a9dd55b28951188663cc98,0,Fish
0x5d907df2379b89aa51b84b57d134e7a4076a4bf9,0,Fish
0x46a955f3b3f7aebc017ae863dfb60503af882657,0,Fish
0x88af795faa17bcad49edd426d8dcfd349a20368a,0,Fish
0xdc2fb9503d9db12aec8c5d2803065ef270fab047,0,Fish
0x2881069faea74b2676b500348069b9a32a8f112f,0,Fish
0x5027c980c1dce214775e0ab604e117d975a63e97,0,Fish
0x0b0d96e0644099bd8fc2d4e66bd22a4d30f592c0,0,Fish
0xc7c9be93bfdc071c2efb34b1728d9b0716b761fc,0,Fish
0xa40e5a4cbf49e440684f140520fb387b38f5e5f8,0,Fish
0x56bc29ad4035156cfcf665ad0d99d54b7a0396f6,0,Fish
0xc6a87cdab33003a84075d3fcb1403d25c9627f8f,0,Fish
0x1a068fb4f129a99c6c09b6d46ff5e8be9edde77c,0,Fish
0x671007c5f3940242246888a403f469371d9b9b1e,0,Fish
0xa8c7a106859d6bb8b5d27e85132fbd81873f796f,0,Fish
0xbd17135fcf0f4a0a6c5492f1ddc892c87e369a76,0,Fish
0x4dc35ed27ecf33f6fdcea89f0f1677b9ad6a1023,0,Fish
0x9aa4307da52b400a72bb281182030253184009f2,0,Fish
0x9b40355bb8158275f73925db14042a00e2c0a068,0,Fish
0x103f6a72690599b083c406b9cee43535c9967a63,0,Fish
0xb5a70527734bbc833cab296c10268221f02b6fe1,0,Fish
0xbeadcbe625795a49cf4b1f4281afdbda8b5a355a,0,Fish
0x09bb6779bafdf312bdfad45b1461feef138ed4b0,0,Fish
0xc1134c51b60e930c18f0fdef76e15a3acd81fce9,0,Fish
0x26208a2a0490cd4b73fcb6cc791ede2b00e0c2bb,0,Fish
0x6e6086c09dc46b0a0eb723d128030e8b0063ab9e,0,Fish
0x803244f0a8940469f136cf613b574cab29d0ae01,0,Fish
0xc0365b6cc989c3e3c379156bbfb0780ed784aced,0,Fish
0x31857d93bb9834ff2313791e804c947091ba6c0c,0,Fish
0x267934fd44011c0e245d86687ddda465e67cc800,0,Fish
0x57ca1b13510d82a6286a225a217798e079bd0767,0,Fish
0x5b674c2e5661591748e23faa8cf692fe95a11dc2,0,Fish
0xee50000ca753f1a3fcf3e2a862f5606ea0da7ae1,0,Fish
0x02bd511da1e157cef36636f58dd86c29b7044f4b,0,Fish
0xf4d0a6474ea25a09b3f64605d64f735484b11c27,0,Fish
0x663cbab6a86eb943e3f68e1f74c908e00a1202b3,0,Fish
0x7cb427a63f6a2999d821a5b202af39a8dfcd130b,0,Fish
0x601f5f9bb9cfebc9bbf6cf4d666ab7711684a01b,0,Fish
0xdfff08397e6eccf4c12984c02fa11c4416c4d6e6,0,Fish
0x5cf857996417f7955088dbcbd6b2468864b4e9eb,0,Fish
0xf4f6d2397b2934287944bcae0fc2178312e212ee,0,Fish
0xf26c64b9f6ce48f9f16f7d917b02affe1d9d8698,0,Fish
0xfc98136e6396f32652f46bf05c833ba5e2b54d2c,0,Fish
0x359eb514320ce06e96bec2e0894f70f8a7b09b64,0,Fish
0x242550d3549bdf0a0c4896801ab73744843d7fb5,0,Fish
0x0b2a3ede72dbc579ed63d670ae74fb3433151f01,0,Fish
0x727834786753fea730c3a81791f4f95f5df14744,0,Fish
0xc5c977c2355369370313743f7580819f651bfbc4,0,Fish
0x332ef65182ea56d72758dcce650e5911042d30e2,0,Fish
0x854dfc16c6471c5ee19c7795173b42644655fb73,0,Fish
0xb4e50d3a445fe435b936a7dbc80792982f94d50d,0,Fish
